ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I24T-gNSF-p143-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSF-p143-r2,The boy is falling asleep.,1,1,1,1,1
I24T-gNSF-p144-r1,The boy sleeps in bed. ,1,0,1,1,1
I24T-gNSF-p144-r2,The boy is asleep in his bed. ,1,0,1,1,1
I24T-gNSF-p151-r1,The boy is waking up.,0,1,1,1,0
I24T-gNSF-p151-r2,He is yawning.,0,1,1,1,1
I24T-gNSF-p294-r1,The boy is about to fall asleep.,1,1,1,1,0
I24T-gNSF-p294-r2,He is yawning.,0,1,1,1,1
I24T-gNSF-p295-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSF-p295-r2,The little boy is sound asleep.,1,0,1,1,1
I24T-gNSF-p296-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSF-p296-r2,The boy is waking up.,0,1,1,1,0
I24T-gNSF-p297-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSF-p297-r2,He is in bed.,0,0,1,1,1
I24T-gNSF-p298-r1, The boy is waking up ,0,1,1,1,0
I24T-gNSF-p298-r2,The boy is going to bed,0,1,1,1,0
I24T-gNSF-p304-r1,The boy seems to be asleep.,1,0,1,1,1
I24T-gNSF-p304-r2,He is sleeping with his mouth open.,1,1,1,1,1
I24T-gNSF-p305-r1,He is yawning.,0,1,1,1,1
I24T-gNSF-p305-r2,He is resting in bed.,1,1,1,1,1
I24T-gNSF-p498-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSF-p498-r2,He is lying in bed asleep.,1,1,1,1,1
I24T-gNSF-p499-r1,The boy is sleeping soundly.,1,1,1,1,1
I24T-gNSF-p499-r2,The boy is sleeping deeply.,1,1,1,1,1
