Source,Response,A1,A2
NS_I29U_Answer,The woman is hugging the dog.,1,1
NS_I29U_Answer,The woman is happy that her lunch meat has arrived.,0,0
NS_I29U_Answer,The woman loves her dog.,0,0
NS_I29U_Answer,The dog loves it when her owner picks her up and hugs her.,0,0
NS_I29U_Answer,Yes... they are tasty when they are this small... just be sure to remove ALL the fur.,0,0
NS_I29U_Answer,Yes.. I have given up on men.,0,0
NS_I29U_Answer,Hey man ,0,0
NS_I29U_Answer,Hey man ,0,0
NS_I29U_Answer,Ecstasy ,0,0
NS_I29U_Answer,Girl hugging,0,0
NS_I29U_Answer,A woman holding a dog in her hands,1,1
NS_I29U_Answer,Dog is being held by a woman,1,1
NS_I29U_Answer,A woman is hugging her dog.,1,1
NS_I29U_Answer,A woman is happy to see her dog.,0,0
NS_I29U_Answer,The lady loves her dog. ,0,0
NS_I29U_Answer,The dog is being squeezed too tight by the obsessive lady. ,1,1
NS_I29U_Answer,D,0,0
NS_I29U_Answer,D,0,0
NS_I29U_Answer,The woman loves her dog.,0,0
NS_I29U_Answer,A dog is being hugged by a woman.,1,1
NS_I29U_Answer,The woman is holding the dog.,1,1
NS_I29U_Answer,Being held by Carol is Fluffy's favorite activity with her owner.,0,0
NS_I29U_Answer,Woman hugs dog.,0,0
NS_I29U_Answer,Dog is being held by woman.,1,1
NS_I29U_Answer,A small dog receiving affection.,1,1
NS_I29U_Answer,A woman getting stress relief in a fun manner.,1,1
NS_I29U_Answer,The woman is cuddling her dog.,1,1
NS_I29U_Answer,The dog is being cuddled by the woman.,1,1
NS_I29U_Answer,A person is hugging a small dog.  ,1,1
NS_I29U_Answer,A small dog is being hugged by a person.,1,1
NS_I29U_Answer,The dog is receiving love from her. ,1,1
NS_I29U_Answer,She loves her new dog. ,0,0
NS_I29U_Answer,The woman is hugging her dog.,1,1
NS_I29U_Answer,The woman is squeezing her new puppy.,1,1
NS_I29U_Answer,The women is cuddling the dog,1,1
NS_I29U_Answer,The women in loving the dog,1,1
NS_I29U_Answer,The lady loves her dog.,0,0
NS_I29U_Answer,The little dog is receiving a hug from her owner.,1,1
NS_I29U_Answer,she loves her puppy ,0,0
NS_I29U_Answer,the puppy is happy ,0,0
NS_I29U_Answer,The woman is cuddling a puppy.,1,1
NS_I29U_Answer,The puppy is being cuddled by the woman.,1,1
NS_I29U_Answer,Look at the expression of happiness on the both faces.,0,0
NS_I29U_Answer,She holds her pet with loving care.  ,0,0
NS_I29U_Answer,The woman is hugging the small dog.,1,1
NS_I29U_Answer,A small dog is happy about being held.,0,0
NS_I29U_Answer,The little dog loves being held and loved by the girl.,0,0
NS_I29U_Answer,The woman is hugging her pet,1,1
NS_I29U_Answer,"The pet loves to be hugged by her ""Mom""",0,0
NS_I29U_Answer,Purse dog gets bad rap as impersonated by killer rat,0,0
NS_I29U_Answer,A woman is cuddling a small dog.,1,1
NS_I29U_Answer,A woman is very happy to be holding her cute dog.,1,1
NS_I29U_Answer,The woman is laughing at something her little puppy just did.,1,1
NS_I29U_Answer,The woman is being affectionate with her dog.,1,1
NS_I29U_Answer,A woman hugs her dog.,0,0
NS_I29U_Answer,A dog is being hugged by a woman.,1,1
NS_I29U_Answer,The lady is happily holding her dog. ,1,1
NS_I29U_Answer,The Dog looks happy ,0,0
NS_I29U_Answer,The woman is hugging her dog. ,1,1
NS_I29U_Answer,The woman loves her dog. ,0,0
NS_I29U_Answer,This kitten obviously has a very loving owner. It would appear that the pet's diet is top of the line.,0,0
NS_I29U_Answer,It would appear that the cat has a secret route into the food locker of which the owner is not aware.,0,0
NS_I29U_Answer,A woman is holding a dog.,1,1
NS_I29U_Answer,A dog is being held by a woman.,1,1
NS_I29U_Answer,The girl is loving her dog.,1,1
NS_I29U_Answer,The little girl is so  happy that she found her lost dog and is loving it.,1,1
NS_I29U_Answer,The girl is hugging her dog.,1,1
NS_I29U_Answer,The girl loves her dog.,0,0
NS_I29U_Answer,A woman is hugging a puppy. ,1,1
NS_I29U_Answer,A puppy is being hugged by a woman. ,1,1
NS_I29U_Answer,The woman is hugging the dog. ,1,1
NS_I29U_Answer,The dog likes to be held. ,0,0
NS_I29U_Answer,A woman is hugging her dog. ,1,1
NS_I29U_Answer,A dog is cuddling with its owner. ,1,1
NS_I29U_Answer,The woman is holding the dog.,1,1
NS_I29U_Answer,The dog is being held by the woman.,1,1
NS_I29U_Answer,The lady is hugging her dog,1,1
NS_I29U_Answer,The lady loves her dog so much,0,0
NS_I29U_Answer,A girl is hugging her dog.,1,1
NS_I29U_Answer,A young smiling girl is hugging a dog in her arms.,1,1
NS_I29U_Answer,the girl loves her pet puppy,0,0
NS_I29U_Answer,the puppy is enjoying the kind care of its master,1,1
NS_I29U_Answer,woman is cuddling with dog,1,1
NS_I29U_Answer,the dog is being cuddled,1,1
NS_I29U_Answer,A woman hugs her Pomeranian. ,0,0
NS_I29U_Answer,A dogs gets a big hug from his owner. ,0,0
NS_I29U_Answer,A woman is holding and hugging her puppy.,1,1
NS_I29U_Answer,A puppy is happy to be held by her owner.,0,0
NS_I29U_Answer,The woman loves her dog.,0,0
NS_I29U_Answer,The dog is happy.,0,0
NS_I29U_Answer,A woman is happy to see her dog.,0,0
NS_I29U_Answer,A dog is being held by a woman in a blue dress.,1,1
NS_I29U_Answer,The lady is hugging her pet.,1,1
NS_I29U_Answer,The lady loves her dog. ,0,0
NS_I29U_Answer,The woman is holding the dog.,1,1
NS_I29U_Answer,The happy woman is holding the small dog.,1,1
NS_I29U_Answer,The lady is cuddling her puppy.,1,1
NS_I29U_Answer,The lady is very happy because she is holding her pet dog.,1,1
NS_I29U_Answer,A lady is holding her pet dog,1,1
NS_I29U_Answer,The lady loves her dog,0,0
NS_I29U_Answer,A woman is cuddling a dog.,1,1
NS_I29U_Answer,A woman is holding a dog.,1,1
NS_I29U_Answer,"The tiny, fluffy dog is being squeezed by the overjoyed lady.",1,1
NS_I29U_Answer,A girl with tiny eyebrows shows her love for a long haired Chihuahua. ,0,0
NS_I29U_Answer,The woman is hugging a dog.,1,1
NS_I29U_Answer,The woman found her lost dog.,0,0
NS_I29U_Answer,A woman is snuggling her little doggy.  ,1,1
NS_I29U_Answer,A woman is hugging her pet dog. ,1,1
NS_I29U_Answer,She is hugging the sweet puppy.,1,1
