Source,Response,A1,A2
I01T_Interp,The boy is dancing to the music.,1,1
I01T_Interp,The boy is dancing!,1,1
I01T_Interp,The boy is really enjoying the party!,0,0
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He is dancing to music.,1,1
I01T_Interp,He is dancing.,1,1
I01T_Interp,The boy is dancing to the music.,1,1
I01T_Interp,Dancing to music  ,1,1
I01T_Interp,Fcx,0,0
I01T_Interp,The boy is dancing. ,1,1
I01T_Interp,The boy is listening to music. ,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The happy boy is smiling as he dances.,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,This boy is dancing vigorously. ,1,1
I01T_Interp,Dancing to music,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is listening to his favorite song.,1,1
I01T_Interp,He is dancing ,1,1
I01T_Interp,He is listening to music,1,1
I01T_Interp,The boy is listening to music.,1,1
I01T_Interp,The boy is dancing to music,1,1
I01T_Interp,dancing,1,1
I01T_Interp,He is doing a Happy Dance.,1,1
I01T_Interp,Clebrating a great report card.,0,0
I01T_Interp,This boy is dancing,1,1
I01T_Interp,I think this boy likes music,0,0
I01T_Interp,the boy is dancing.,1,1
I01T_Interp,The boy is having a good time.,0,0
I01T_Interp,He is dancing to the music,1,1
I01T_Interp,He is dancing to the music,1,1
I01T_Interp,dancing,1,1
I01T_Interp,grooving to music,1,1
I01T_Interp,dancing,1,1
I01T_Interp,how the hell should I know,0,0
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is listening to music and dancing.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is singing.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He is enjoying his music.,0,0
I01T_Interp,The boy is dancing to music.,1,1
I01T_Interp,He is dancing to music. ,1,1
I01T_Interp,Having fun,0,0
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy is dancing. ,1,1
I01T_Interp,He is a dancing machine. ,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He's dancing to music.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,A child is having fun.,0,0
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy is jiving,1,1
I01T_Interp,Dancing to music. ,1,1
I01T_Interp,Exercising to music. ,0,0
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is having fun.,0,0
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy has music in his bones,0,0
I01T_Interp,He is dancing to music.,1,1
I01T_Interp,He enjoys dancing to music.,1,1
I01T_Interp,Dancing,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is celebrating.,0,0
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The kid is grooving.,1,1
I01T_Interp,dancing,1,1
I01T_Interp,he is dancing to music,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He is dancing.,1,1
I01T_Interp,The boy is dancing a jig,1,1
I01T_Interp,The boy is enjoying himself.,0,0
I01T_Interp,He's rocking out.   ,0,0
I01T_Interp,He's grooving. ,1,1
I01T_Interp,This boy is enjoying the music.,0,0
I01T_Interp,This boy enjoys dancing to his favorite tune.,1,1
I01T_Interp,DANCING,1,1
I01T_Interp,GETTING HIS GROOVE ON,0,0
I01T_Interp,This boy appears to be dancing.,1,1
I01T_Interp,This man appears to be dancing because he is happy.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is celebrating,0,0
I01T_Interp,The boy is dancing happily.,1,1
I01T_Interp,The boy is listening to music while happily dancing.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is dancing to music.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He is dancing.,1,1
I01T_Interp,He's dancing.,1,1
I01T_Interp,The boy is getting down.,0,0
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He is listening to music.,1,1
I01T_Interp,dancing,1,1
I01T_Interp,dancing  ,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He is dancing to music.,1,1
I01T_Interp,Danceing,1,1
I01T_Interp,Singing,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The music is enticing the boy to dance.,1,1
I01T_Interp,The boy is dancing to the music. ,1,1
I01T_Interp,The boy is dancing to the rythm. ,1,1
I01T_Interp,He's doing a happy dance.,1,1
I01T_Interp,He's enjoying the song.,0,0
I01T_Interp,have fun,0,0
I01T_Interp,do dance  ,1,1
I01T_Interp,The lad is dancing.,1,1
I01T_Interp,The young man is joyous.,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy is dancing to music,1,1
I01T_Interp,the boy is dancing,1,1
I01T_Interp,the boy likes music,0,0
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is singing.,1,1
I01T_Interp,He is dancing,1,1
I01T_Interp,He is singing,1,1
I01T_Interp,Dancing,1,1
I01T_Interp,Enjoying music,0,0
I01T_Interp,The boy is dancing to music.,1,1
I01T_Interp,The boy is having fun.,0,0
I01T_Interp,He is dacing,0,0
I01T_Interp,He is having a good time ,0,0
I01T_Interp,The boy appears to be dancing,1,1
I01T_Interp,The boy appears to be moving his body in time to music,1,1
I01T_Interp,The boy is dancing with the music.,1,1
I01T_Interp,The boy is dancing by following the music.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is dancing to music.,1,1
I01T_Interp,the boy is dancing,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy is dancing with music,1,1
I01T_Interp,The boy is dancing with music,1,1
I01T_Interp,The boy is singing and dancing.,1,1
I01T_Interp,The boy is dancing and singing.,1,1
I01T_Interp,A boy is dancing with music.,1,1
I01T_Interp,Dancing with music,1,1
I01T_Interp,This boy is dancing with music,1,1
I01T_Interp,He is singing and dancing.,1,1
I01T_Interp,A boy is dancing.,1,1
I01T_Interp,He is dancing.,1,1
I01T_Interp,The boy is dancing with the music.,1,1
I01T_Interp,The man is dancing with music.,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The man is dancing with music,1,1
I01T_Interp,He is singing.,1,1
I01T_Interp,He is singing and dancing,1,1
I01T_Interp,The boy is dancing accompanying with music.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is singing and dancing.,1,1
I01T_Interp,The boy is dancing with the music.,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,The boy is dancing with music.,1,1
I01T_Interp,He is dancing.,1,1
I01T_Interp,he is singing and dancing,1,1
I01T_Interp,A boy is dancing with music.,1,1
I01T_Interp,He is dancing.,1,1
I01T_Interp,The boy is playing with music,0,0
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,He is dancing,1,1
I01T_Interp,The boy is dancing with the music,1,1
I01T_Interp,The boy is dancing along the music.,1,1
I01T_Interp,A young man is dancing with the music on.,1,1
I01T_Interp,The boy is dancing,1,1
I01T_Interp,the boy is dancing.,1,1
I01T_Interp,He is dancing.,1,1
I01T_Interp,The boy is dancing to music.,1,1
I01T_Interp,The boy is dancing.,1,1
I01T_Interp,The boy is dancing,1,1
