Source,Response,A1,A2
I02T_Interp,the boy is eating pizza,1,1
I02T_Interp,the pizza looks good,1,1
I02T_Interp,the boy is getting ready to bite into the pizza,1,1
I02T_Interp,the boy looks happy to have that slice of pie,1,1
I02T_Interp,he is about to eat a slice of pizza,1,1
I02T_Interp,"eating pizza, yum",1,1
I02T_Interp,the boy is about to eat a piece of pizza,1,1
I02T_Interp,hoj,0,0
I02T_Interp,gub,0,0
I02T_Interp,the boy is ready to gobble the pizza,1,1
I02T_Interp,he is eating pizza,1,1
I02T_Interp,the not is happy to eat pizza,0,0
I02T_Interp,the boy is about to take a bite from a slice of plain pizza,1,1
I02T_Interp,eating pizza,1,1
I02T_Interp,the boy is eating a slice pizza,1,1
I02T_Interp,the boy is eating,1,1
I02T_Interp,eating pizza makes the boy happy,1,1
I02T_Interp,the boy is about to eat a slice of pizza,1,1
I02T_Interp,he is enjoying a piece of pizza,1,1
I02T_Interp,this boy is eating a piece of pizza,1,1
I02T_Interp,the kid is eating a slice of meatball pizza,1,1
I02T_Interp,he is eating a slice of pizza,1,1
I02T_Interp,this boy loves pizza,1,1
I02T_Interp,do you think he like's pizza?,0,0
I02T_Interp,this boy really likes pizza,1,1
I02T_Interp,ready to eat pizza,1,1
I02T_Interp,tasting pizza,1,1
I02T_Interp,eatting,1,1
I02T_Interp,the boy likes pizza,1,1
I02T_Interp,the boy is about to eat a pizza,1,1
I02T_Interp,the boy is about to enjoy some pizza,1,1
I02T_Interp,the boy enjoys pizza,1,1
I02T_Interp,the little boy is eating pizza,1,1
I02T_Interp,he is eating food,1,1
I02T_Interp,the kid is eating pizza,1,1
I02T_Interp,the boy had pizza for lunch,1,1
I02T_Interp,the boy is looking forward to enjoying pizza,1,1
I02T_Interp,getting ready to take a bite of pizza,1,1
I02T_Interp,excited about his slice of pizza,1,1
I02T_Interp,the b,0,0
I02T_Interp,about to go deep on a pizza slice,0,0
I02T_Interp,consuming mad calories,0,0
I02T_Interp,he is enjoying some pizza,1,1
I02T_Interp,eating,1,1
I02T_Interp,the boy is enjoying pizza,1,1
I02T_Interp,the child is about to eat pizza,1,1
I02T_Interp,the kid is going to eat a slice of pizza,1,1
I02T_Interp,about to eat pizza,1,1
I02T_Interp,he is taking a bite of pizza,1,1
I02T_Interp,the boy is taking a bite out of a slice of pizza,1,1
I02T_Interp,he's scarfing down a pizza,1,1
I02T_Interp,this young man is enjoying his cheese pizza,1,1
I02T_Interp,eating lunch,1,1
I02T_Interp,this boy is eating pizza,1,1
I02T_Interp,boy is enjoying a pizza,1,1
I02T_Interp,the boy is eating a slice of pizza,1,1
I02T_Interp,the boy is anxiously awaiting for the pizza to enter his mouth,1,1
I02T_Interp,the boy is eating pepperoni pizza,1,1
I02T_Interp,he is consuming a slice of pizza,1,1
I02T_Interp,he's eating pizza,1,1
I02T_Interp,the boy is having a slice of pizza,1,1
I02T_Interp,enjoying it,0,0
I02T_Interp,the boy is ready to take a bite out of a piece of pizza,1,1
I02T_Interp,he's looking forward to eating the pizza,1,1
I02T_Interp,his mouth is watering,1,1
I02T_Interp,eat sausage,1,1
I02T_Interp,hungry,0,0
I02T_Interp,the child is enjoying a snack,1,1
I02T_Interp,the boy is going to eat a slice of pizza,1,1
I02T_Interp,the boy is holding a slice of pizza,1,1
I02T_Interp,the boy is having lunch,1,1
I02T_Interp,the boy is eating lunch,1,1
I02T_Interp,he is looking at the pizza,1,1
I02T_Interp,enjoying pizza,1,1
I02T_Interp,the boy is standing eating pizza,1,1
I02T_Interp,while standing up,0,0
I02T_Interp,the boy appears to be getting ready to bite in to a slice of pizza,1,1
I02T_Interp,the boy appears to be savoring his first bite of a slice of pizza,1,1
I02T_Interp,the boy is eating a piece of pizza,1,1
I02T_Interp,the boy is taking a bite from a slice of pizza,1,1
I02T_Interp,a little boy is eating a pizza,1,1
I02T_Interp,the boy is eating a delicious pizza,1,1
I02T_Interp,the boy enjoys his pizza,1,1
I02T_Interp,the little kid is enjoying the pizza,1,1
I02T_Interp,a baby is eating pizza,1,1
I02T_Interp,this boy is eating a pizza,1,1
I02T_Interp,he is eating,1,1
I02T_Interp,a boy is eating pizza,1,1
I02T_Interp,the boy is eating a pizza,1,1
I02T_Interp,the child is eating pizza,1,1
I02T_Interp,he is eating a pizza,1,1
I02T_Interp,the boy is eating the pizza,1,1
I02T_Interp,the boy is eating the piece of pizza,1,1
I02T_Interp,the boy is eating a piece of the pizza,1,1
I02T_Interp,he is eating a piece of pizza,1,1
I02T_Interp,the boy is eating a pizza slice,1,1
I02T_Interp,he is eating the pizza,1,1
I02T_Interp,a little boy is eating a piece of pizza,1,1
I02T_Interp,a fat kid is eating a delicious pizza,1,1
I02T_Interp,the child is about to eat a slice of pizza,1,1
I02T_Interp,a short boy is going to eat a pepperoni pizza,1,1
I02T_Interp,this boy is preparing to eat the delicious pizza,1,1
I02T_Interp,a boy is trying to eat a pizza,1,1
I02T_Interp,the kid is eating the pizza,1,1
I02T_Interp,he's having lunch,1,1
I02T_Interp,the boy is having a bite of pizza,1,1
I02T_Interp,the boy is enjoying food,1,1
I02T_Interp,he is about to take a bite of pizza,1,1
I02T_Interp,he is about to chow down on some pizza,1,1
I02T_Interp,the boy is viewing the food he is about to ingest,1,1
I02T_Interp,he is getting ready to take a bite of pizza,1,1
I02T_Interp,the boy is biting a piece of pizza,1,1
I02T_Interp,the boy is gleefully enjoying a slice of pizza,1,1
I02T_Interp,the boy is excited to eat pizza,1,1
I02T_Interp,the boy has his mouth open to consume pizza,1,1
I02U_Interp,the boy is eating pizza,1,1
I02U_Interp,pizza is being eating by the boy,1,1
I02U_Interp,a child is eating a slice of pizza,1,1
I02U_Interp,a young boy is eating pizza,1,1
I02U_Interp,the boy likes pizza,1,1
I02U_Interp,the boy is eating a piece of pizza,1,1
I02U_Interp,the boy is excited about the size of the pizza,1,1
I02U_Interp,a boy is eating pizza,1,1
I02U_Interp,a boy is smiling,1,1
I02U_Interp,the boy can not wait to eat pizza,1,1
I02U_Interp,pizza makes the boy happy,1,1
I02U_Interp,timmy is eating pizza,1,1
I02U_Interp,the pizza is eaten by timmy,1,1
I02U_Interp,a lad is ready to take a bite of a slice of pizza,1,1
I02U_Interp,the child is pausing ere he eats the (pizza) pie realizing it needs a condiment to taste even more toothsome,1,1
I02U_Interp,the boy eats are large piece of pizza,1,1
I02U_Interp,the child is eating pizza,1,1
I02U_Interp,this boy is happily eating,1,1
I02U_Interp,the boy is eating a slice of pizza,1,1
I02U_Interp,the boy is about to partake of a slice of pizza,1,1
I02U_Interp,that boy is about to eat the pizza,1,1
I02U_Interp,a boy is eating a slice of pizza,1,1
I02U_Interp,a slice of pizza is being eaten by a boy,1,1
I02U_Interp,this boy is about to eat a slice of pizza,1,1
I02U_Interp,this pizza slice will soon disappear,0,0
I02U_Interp,a youngster anticipates the taste of pizza,1,1
I02U_Interp,a boy is about to bite a piece of pizza,1,1
I02U_Interp,"eager with anticipation born from scheduled pizza on the menu, a boy is salivating to begin eating",1,1
I02U_Interp,a boy is enjoying a slice of pizza,1,1
I02U_Interp,a piece of pizza is being eaten by a boy,1,1
I02U_Interp,the boy is chowing down,1,1
I02U_Interp,the boy eats pizza,1,1
I02U_Interp,the boy in the picture is enjoying a slice of pizza,1,1
I02U_Interp,the little boy is eating a slice of pizza,1,1
I02U_Interp,a slice of pizza is being eaten by a little boy,1,1
I02U_Interp,a child is about to eat a piece of pizza,1,1
I02U_Interp,he loves eating pizza,1,1
I02U_Interp,most kids like to eat pizza,0,0
I02U_Interp,the boy's eating his favorite food,0,0
I02U_Interp,the little boy decided to eat pizza for lunch,1,1
I02U_Interp,the boy enjoys pizza,1,1
I02U_Interp,eating pizza,0,0
I02U_Interp,thoroughly enjoying this,0,0
I02U_Interp,a blonde boy with freckles is eating a slice of pizza,1,1
I02U_Interp,the freckled boy is excited to taste this slice of pizza,1,1
I02U_Interp,boy is eating pizza,1,1
I02U_Interp,pizza is being eaten by a young boy,1,1
I02U_Interp,the pizza is being eaten by a boy,1,1
I02U_Interp,a boy is about to enjoy eating a slice of pizza,1,1
I02U_Interp,little boy,0,0
I02U_Interp,the boy eats the pizza,1,1
I02U_Interp,the pizza is eaten by the boy,1,1
I02U_Interp,the child is going to bite the pizza,1,1
I02U_Interp,littler. it eating pizza,0,0
I02U_Interp,guy eating pizza,1,1
I02U_Interp,a little boy is joyously eating a slice of pizza,1,1
I02U_Interp,a slice of pizza is about to be eaten by a little boy,1,1
I02U_Interp,a toddler is enjoying a slice of pizza,1,1
I02U_Interp,a boy is starting to eat s slice of pizza,1,1
I02U_Interp,a boy is about to bite into a slice of pizza,1,1
I02U_Interp,a young boy wearing tennis shoes is eating pizza,1,1
I02U_Interp,a child is eating pizza,1,1
I02U_Interp,pizza is being eaten by a child,1,1
I02U_Interp,pepperoni pizza makes the boy smile,1,1
I02U_Interp,child is eating pizza,1,1
I02U_Interp,pizza is what the child is eating,1,1
I02U_Interp,the kid eats pizza,1,1
I02U_Interp,a boy is taking a bite of pizza,1,1
I02U_Interp,the happy boy is going to take a bite of pizza,1,1
I02U_Interp,a slice of pizza is going to be a meal for a boy,1,1
I02U_Interp,at lunch time the boy ate a slice of pizza,1,1
I02U_Interp,this eating pizza,0,0
I02U_Interp,this guy having a pizza,1,1
I02U_Interp,the child is about to eat a piece of pizza,1,1
