Source,Response,A1,A2
I02U_Answer,a lad is ready to take a bite of a slice of pizza,1,0
I02U_Answer,the boy is about to partake of a slice of pizza,1,0
I02U_Answer,that boy is about to eat the pizza,1,0
I02U_Answer,this boy is about to eat a slice of pizza,1,0
I02U_Answer,a boy is about to bite a piece of pizza,1,0
I02U_Answer,a child is about to eat a piece of pizza,1,0
I02U_Answer,the freckled boy is excited to taste this slice of pizza,1,0
I02U_Answer,a boy is about to enjoy eating a slice of pizza,1,0
I02U_Answer,the child is going to bite the pizza,1,0
I02U_Answer,a slice of pizza is about to be eaten by a little boy,1,0
I02U_Answer,a boy is starting to eat s slice of pizza,1,0
I02U_Answer,a boy is about to bite into a slice of pizza,1,0
I02U_Answer,pizza is what the child is eating,1,0
I02U_Answer,the happy boy is going to take a bite of pizza,1,0
I02U_Answer,a slice of pizza is going to be a meal for a boy,1,0
I02U_Answer,the child is about to eat a piece of pizza,1,0
I02U_Answer,a slice of pizza is about to have a bite taken by a boy,1,0
I02U_Answer,the boy is about to take a big bite out of the pizza,1,0
I02U_Answer,a young boy is about to bite into a pizza,1,0
I02U_Answer,a kid is just about to eat some pizza,1,0
I02U_Answer,a child is about to enjoy a slice of pizza,1,0
I02U_Answer,a child is happy about eating his favorite food,1,0
I02U_Answer,this little kid is enjoying a pizza,1,0
I02U_Answer,this little boy is about to enjoy a slice of pizza,1,0
I02U_Answer,the boy is about to eat a piece of pizza,1,0
I02U_Answer,a boy is about to eat pizza,1,0
I02U_Answer,pizza is making this young man happy,1,0
I02U_Answer,a body eats a slice of pizza,1,0
I02U_Answer,the boy is going to eat a piece of pizza,1,0
I02U_Answer,a boy is going to eat a big pizza,1,0
I02U_Answer,the boy is hungry and eat a piece of pizza,1,0
I02U_Answer,the boy is excited about the pizza he is about to eat,1,0
I02U_Answer,the boy is about to bite the pizza,1,0
I02U_Answer,the slice of pizza is about to enter the boy's mouth,1,0
